date, value
20/08/1973,0.6735
21/08/1973,0.671
22/08/1973,0.658
23/08/1973,0.6675
24/08/1973,0.666
27/08/1973,0.659
28/08/1973,0.64
29/08/1973,0.6345
30/08/1973,0.6387
31/08/1973,0.6402
04/09/1973,0.6432
05/09/1973,0.637
06/09/1973,0.636
07/09/1973,0.638
10/09/1973,0.6335
11/09/1973,0.6302
12/09/1973,0.6365
13/09/1973,0.645
14/09/1973,0.6645
17/09/1973,0.6575
18/09/1973,0.6562
19/09/1973,0.6515
20/09/1973,0.648
21/09/1973,0.6465
24/09/1973,0.657
25/09/1973,0.673
26/09/1973,0.684
27/09/1973,0.6855
28/09/1973,0.6782
01/10/1973,0.68
02/10/1973,0.6847
03/10/1973,0.6845
04/10/1973,0.6812
05/10/1973,0.6822
09/10/1973,0.677
10/10/1973,0.6795
11/10/1973,0.6702
12/10/1973,0.6507
15/10/1973,0.6415
16/10/1973,0.6433
17/10/1973,0.642
18/10/1973,0.6493
19/10/1973,0.652
23/10/1973,0.652
24/10/1973,0.6453
25/10/1973,0.6483
26/10/1973,0.6478
29/10/1973,0.6438
30/10/1973,0.6448
31/10/1973,0.6505
01/11/1973,0.6544
02/11/1973,0.6475
05/11/1973,0.652
07/11/1973,0.655
08/11/1973,0.657
09/11/1973,0.657
12/11/1973,0.661
13/11/1973,0.657
14/11/1973,0.6413
15/11/1973,0.6445
16/11/1973,0.647
19/11/1973,0.6503
20/11/1973,0.64
21/11/1973,0.6381
23/11/1973,0.641
26/11/1973,0.6275
27/11/1973,0.628
28/11/1973,0.6344
29/11/1973,0.6498
30/11/1973,0.6534
03/12/1973,0.6618
04/12/1973,0.6645
05/12/1973,0.6655
06/12/1973,0.664
07/12/1973,0.6718
10/12/1973,0.685
11/12/1973,0.6735
12/12/1973,0.6739
13/12/1973,0.6698
14/12/1973,0.667
17/12/1973,0.6688
18/12/1973,0.6693
19/12/1973,0.672
20/12/1973,0.6728
21/12/1973,0.6733
26/12/1973,0.6763
27/12/1973,0.674
28/12/1973,0.6705
31/12/1973,0.674
02/01/1974,0.689
03/01/1974,0.688
04/01/1974,0.684
07/01/1974,0.6978
08/01/1974,0.692
09/01/1974,0.6903
10/01/1974,0.6958
11/01/1974,0.7085
14/01/1974,0.7285
15/01/1974,0.7195
16/01/1974,0.7238
17/01/1974,0.719
18/01/1974,0.718
21/01/1974,0.738
22/01/1974,0.731
23/01/1974,0.7225
24/01/1974,0.7405
25/01/1974,0.7485
28/01/1974,0.7425
29/01/1974,0.7373
30/01/1974,0.7328
31/01/1974,0.7265
01/02/1974,0.7333
04/02/1974,0.7533
05/02/1974,0.755
06/02/1974,0.7405
07/02/1974,0.75
08/02/1974,0.768
11/02/1974,0.788
13/02/1974,0.768
14/02/1974,0.773
15/02/1974,0.78
19/02/1974,0.76
20/02/1974,0.7425
21/02/1974,0.7625
22/02/1974,0.7548
25/02/1974,0.7476
26/02/1974,0.7625
27/02/1974,0.7442
28/02/1974,0.7347
01/03/1974,0.737
04/03/1974,0.7181
05/03/1974,0.7025
06/03/1974,0.719
07/03/1974,0.72
08/03/1974,0.7248
11/03/1974,0.7208
12/03/1974,0.7208
13/03/1974,0.7233
14/03/1974,0.7393
15/03/1974,0.7363
18/03/1974,0.7433
19/03/1974,0.7318
20/03/1974,0.7453
21/03/1974,0.7653
22/03/1974,0.7568
25/03/1974,0.7368
26/03/1974,0.72
27/03/1974,0.734
28/03/1974,0.7315
29/03/1974,0.749
01/04/1974,0.7305
02/04/1974,0.7365
03/04/1974,0.734
04/04/1974,0.7425
05/04/1974,0.726
08/04/1974,0.708
09/04/1974,0.712
10/04/1974,0.716
11/04/1974,0.714
15/04/1974,0.71
16/04/1974,0.69
17/04/1974,0.6993
18/04/1974,0.707
19/04/1974,0.7148
22/04/1974,0.719
23/04/1974,0.704
24/04/1974,0.6985
25/04/1974,0.699
26/04/1974,0.7088
29/04/1974,0.7162
30/04/1974,0.7246
01/05/1974,0.7455
02/05/1974,0.744
03/05/1974,0.7415
06/05/1974,0.7215
07/05/1974,0.7285
08/05/1974,0.7356
09/05/1974,0.7458
10/05/1974,0.7463
13/05/1974,0.7338
14/05/1974,0.7325
15/05/1974,0.7125
16/05/1974,0.7293
17/05/1974,0.7355
20/05/1974,0.7278
21/05/1974,0.7328
22/05/1974,0.731
23/05/1974,0.7138
24/05/1974,0.7243
28/05/1974,0.7165
29/05/1974,0.7255
30/05/1974,0.7263
31/05/1974,0.7313
03/06/1974,0.7355
04/06/1974,0.7325
05/06/1974,0.7393
06/06/1974,0.7428
07/06/1974,0.7435
10/06/1974,0.7505
11/06/1974,0.7478
12/06/1974,0.7475
13/06/1974,0.748
14/06/1974,0.7495
17/06/1974,0.737
18/06/1974,0.717
19/06/1974,0.7318
20/06/1974,0.726
21/06/1974,0.7098
24/06/1974,0.6898
25/06/1974,0.6752
26/06/1974,0.6914
27/06/1974,0.6868
28/06/1974,0.7054
01/07/1974,0.7075
02/07/1974,0.711
03/07/1974,0.723
05/07/1974,0.718
08/07/1974,0.698
09/07/1974,0.69
10/07/1974,0.699
11/07/1974,0.719
12/07/1974,0.728
15/07/1974,0.726
16/07/1974,0.7292
17/07/1974,0.7328
18/07/1974,0.7128
19/07/1974,0.6928
22/07/1974,0.695
23/07/1974,0.68
24/07/1974,0.6985
25/07/1974,0.69
26/07/1974,0.697
29/07/1974,0.6908
30/07/1974,0.698
31/07/1974,0.6925
01/08/1974,0.6725
02/08/1974,0.6635
05/08/1974,0.649
06/08/1974,0.646
07/08/1974,0.626
08/08/1974,0.625
09/08/1974,0.6243
12/08/1974,0.6047
13/08/1974,0.624
14/08/1974,0.604
15/08/1974,0.599
16/08/1974,0.5935
19/08/1974,0.582
20/08/1974,0.602
21/08/1974,0.622
22/08/1974,0.642
23/08/1974,0.6615
26/08/1974,0.7015
27/08/1974,0.6942
28/08/1974,0.6594
29/08/1974,0.6381
30/08/1974,0.6048
03/09/1974,0.5735
04/09/1974,0.5645
05/09/1974,0.556
06/09/1974,0.5615
09/09/1974,0.5625
10/09/1974,0.565
11/09/1974,0.548
12/09/1974,0.538
13/09/1974,0.518
16/09/1974,0.5017
17/09/1974,0.5217
18/09/1974,0.5045
19/09/1974,0.5245
20/09/1974,0.5215
23/09/1974,0.5415
24/09/1974,0.549
25/09/1974,0.569
26/09/1974,0.5615
27/09/1974,0.562
30/09/1974,0.542
01/10/1974,0.5445
02/10/1974,0.5525
03/10/1974,0.565
04/10/1974,0.564
07/10/1974,0.565
08/10/1974,0.585
09/10/1974,0.5805
10/10/1974,0.5845
11/10/1974,0.5844
15/10/1974,0.5962
16/10/1974,0.5932
17/10/1974,0.5858
18/10/1974,0.5835
21/10/1974,0.574
22/10/1974,0.58
23/10/1974,0.58
24/10/1974,0.5725
25/10/1974,0.5665
28/10/1974,0.579
29/10/1974,0.57
30/10/1974,0.5759
31/10/1974,0.576
01/11/1974,0.572
04/11/1974,0.572
06/11/1974,0.58
07/11/1974,0.5873
08/11/1974,0.5965
12/11/1974,0.6165
13/11/1974,0.5997
14/11/1974,0.609
15/11/1974,0.608
18/11/1974,0.6185
19/11/1974,0.632
20/11/1974,0.6205
21/11/1974,0.6135
22/11/1974,0.6075
25/11/1974,0.5991
26/11/1974,0.5979
27/11/1974,0.6089
29/11/1974,0.6144
02/12/1974,0.6135
03/12/1974,0.6077
04/12/1974,0.599
05/12/1974,0.579
06/12/1974,0.5758
09/12/1974,0.587
10/12/1974,0.579
11/12/1974,0.5825
12/12/1974,0.5958
13/12/1974,0.5913
16/12/1974,0.6023
17/12/1974,0.5935
18/12/1974,0.5968
19/12/1974,0.6
20/12/1974,0.6015
23/12/1974,0.6
27/12/1974,0.6013
30/12/1974,0.596
31/12/1974,0.5962
02/01/1975,0.5959
03/01/1975,0.5941
06/01/1975,0.5865
07/01/1975,0.584
08/01/1975,0.5825
09/01/1975,0.576
10/01/1975,0.5728
13/01/1975,0.5568
14/01/1975,0.565
15/01/1975,0.5535
16/01/1975,0.5465
17/01/1975,0.549
20/01/1975,0.546
21/01/1975,0.5383
22/01/1975,0.537
23/01/1975,0.5405
24/01/1975,0.5605
27/01/1975,0.5523
28/01/1975,0.5498
29/01/1975,0.553
30/01/1975,0.552
31/01/1975,0.5475
03/02/1975,0.5518
04/02/1975,0.549
05/02/1975,0.5396
06/02/1975,0.54
07/02/1975,0.5387
10/02/1975,0.537
11/02/1975,0.544
13/02/1975,0.564
14/02/1975,0.557
18/02/1975,0.537
19/02/1975,0.522
20/02/1975,0.5225
21/02/1975,0.5275
24/02/1975,0.5205
25/02/1975,0.523
26/02/1975,0.5187
27/02/1975,0.516
28/02/1975,0.514
03/03/1975,0.5075
04/03/1975,0.5185
05/03/1975,0.513
06/03/1975,0.5145
07/03/1975,0.522
10/03/1975,0.523
11/03/1975,0.523
12/03/1975,0.516
13/03/1975,0.515
14/03/1975,0.5085
17/03/1975,0.502
18/03/1975,0.5092
19/03/1975,0.508
20/03/1975,0.506
21/03/1975,0.5098
24/03/1975,0.51
25/03/1975,0.514
26/03/1975,0.5162
27/03/1975,0.519
31/03/1975,0.519
01/04/1975,0.5105
02/04/1975,0.4943
03/04/1975,0.5005
04/04/1975,0.4885
07/04/1975,0.4915
08/04/1975,0.484
09/04/1975,0.4775
10/04/1975,0.47
11/04/1975,0.463
14/04/1975,0.469
15/04/1975,0.475
16/04/1975,0.47
17/04/1975,0.475
18/04/1975,0.4795
21/04/1975,0.49
22/04/1975,0.4795
23/04/1975,0.4735
24/04/1975,0.468
25/04/1975,0.4739
28/04/1975,0.4756
29/04/1975,0.4798
30/04/1975,0.4855
01/05/1975,0.496
02/05/1975,0.5
05/05/1975,0.5005
06/05/1975,0.519
07/05/1975,0.5032
08/05/1975,0.5143
09/05/1975,0.516
12/05/1975,0.514
13/05/1975,0.5025
14/05/1975,0.5075
15/05/1975,0.5078
16/05/1975,0.5195
19/05/1975,0.525
20/05/1975,0.5238
21/05/1975,0.532
22/05/1975,0.545
23/05/1975,0.5465
27/05/1975,0.546
28/05/1975,0.5325
29/05/1975,0.535
30/05/1975,0.5411
02/06/1975,0.54
03/06/1975,0.547
04/06/1975,0.558
05/06/1975,0.561
06/06/1975,0.5725
09/06/1975,0.5903
10/06/1975,0.5845
11/06/1975,0.5915
12/06/1975,0.585
13/06/1975,0.5945
16/06/1975,0.5958
17/06/1975,0.5758
18/06/1975,0.5645
19/06/1975,0.5575
20/06/1975,0.5545
23/06/1975,0.5345
24/06/1975,0.5208
25/06/1975,0.5376
26/06/1975,0.5331
27/06/1975,0.5436
30/06/1975,0.548
01/07/1975,0.5443
02/07/1975,0.536
03/07/1975,0.5305
07/07/1975,0.5413
08/07/1975,0.5495
09/07/1975,0.5438
10/07/1975,0.5405
11/07/1975,0.5472
14/07/1975,0.5465
15/07/1975,0.5448
16/07/1975,0.55
17/07/1975,0.57
18/07/1975,0.59
21/07/1975,0.61
22/07/1975,0.65
23/07/1975,0.69
24/07/1975,0.73
25/07/1975,0.77
28/07/1975,0.81
29/07/1975,0.8223
30/07/1975,0.8345
31/07/1975,0.8405
01/08/1975,0.849
04/08/1975,0.879
05/08/1975,0.854
06/08/1975,0.85
07/08/1975,0.8335
08/08/1975,0.848
11/08/1975,0.839
12/08/1975,0.836
13/08/1975,0.8375
14/08/1975,0.8435
15/08/1975,0.862
18/08/1975,0.8665
19/08/1975,0.8617
20/08/1975,0.86
21/08/1975,0.8437
22/08/1975,0.8385
25/08/1975,0.821
26/08/1975,0.8337
27/08/1975,0.8415
28/08/1975,0.8434
29/08/1975,0.8376
02/09/1975,0.823
03/09/1975,0.8015
04/09/1975,0.816
05/09/1975,0.8135
08/09/1975,0.7945
09/09/1975,0.797
10/09/1975,0.784
11/09/1975,0.785
12/09/1975,0.8051
15/09/1975,0.822
16/09/1975,0.8247
17/09/1975,0.8178
18/09/1975,0.822
19/09/1975,0.8335
22/09/1975,0.829
23/09/1975,0.8365
24/09/1975,0.829
25/09/1975,0.8248
26/09/1975,0.8215
29/09/1975,0.816
30/09/1975,0.8093
01/10/1975,0.809
02/10/1975,0.811
03/10/1975,0.819
06/10/1975,0.8215
07/10/1975,0.8115
08/10/1975,0.8
09/10/1975,0.81
10/10/1975,0.8125
14/10/1975,0.81
15/10/1975,0.805
16/10/1975,0.8137
17/10/1975,0.8187
20/10/1975,0.8122
21/10/1975,0.8095
22/10/1975,0.8035
23/10/1975,0.8055
24/10/1975,0.802
27/10/1975,0.8075
28/10/1975,0.808
29/10/1975,0.8119
30/10/1975,0.8083
31/10/1975,0.801
03/11/1975,0.791
05/11/1975,0.7765
06/11/1975,0.7737
07/11/1975,0.773
10/11/1975,0.7715
12/11/1975,0.757
13/11/1975,0.7582
14/11/1975,0.767
17/11/1975,0.7665
18/11/1975,0.7753
19/11/1975,0.7685
20/11/1975,0.7825
24/11/1975,0.7775
25/11/1975,0.777
26/11/1975,0.7802
28/11/1975,0.8012
01/12/1975,0.7935
02/12/1975,0.7965
03/12/1975,0.7968
04/12/1975,0.7948
05/12/1975,0.794
08/12/1975,0.81
09/12/1975,0.8088
10/12/1975,0.8235
11/12/1975,0.826
12/12/1975,0.8345
15/12/1975,0.8545
16/12/1975,0.8605
17/12/1975,0.8548
18/12/1975,0.8715
19/12/1975,0.8686
22/12/1975,0.879
23/12/1975,0.8775
24/12/1975,0.875
29/12/1975,0.871
30/12/1975,0.871
31/12/1975,0.8725
05/01/1976,0.871
06/01/1976,0.869
07/01/1976,0.889
08/01/1976,0.909
09/01/1976,0.9165
12/01/1976,0.9365
13/01/1976,0.932
14/01/1976,0.9447
15/01/1976,0.941
16/01/1976,0.945
19/01/1976,0.965
20/01/1976,0.967
21/01/1976,0.9562
22/01/1976,0.9505
23/01/1976,0.935
26/01/1976,0.9175
27/01/1976,0.9375
28/01/1976,0.9535
29/01/1976,0.9465
30/01/1976,0.95
02/02/1976,0.9675
03/02/1976,0.9605
04/02/1976,0.9745
05/02/1976,0.9895
06/02/1976,1.0095
09/02/1976,1.0295
10/02/1976,1.0133
11/02/1976,1.023
13/02/1976,1.0335
17/02/1976,1.0135
18/02/1976,1.0105
19/02/1976,1.0114
20/02/1976,0.9914
23/02/1976,0.9835
24/02/1976,0.988
25/02/1976,0.973
26/02/1976,0.9551
27/02/1976,0.9627
01/03/1976,0.9515
02/03/1976,0.9657
03/03/1976,0.971
04/03/1976,0.983
05/03/1976,0.988
08/03/1976,0.9815
09/03/1976,0.9854
10/03/1976,0.986
11/03/1976,0.974
12/03/1976,0.9793
15/03/1976,0.9612
16/03/1976,0.961
17/03/1976,0.981
18/03/1976,0.998
19/03/1976,0.996
22/03/1976,1.016
23/03/1976,1.0245
24/03/1976,1.039
25/03/1976,1.0413
26/03/1976,1.0392
29/03/1976,1.0592
30/03/1976,1.067
31/03/1976,1.087
01/04/1976,1.107
02/04/1976,1.1235
05/04/1976,1.1435
06/04/1976,1.1635
07/04/1976,1.1475
08/04/1976,1.1675
09/04/1976,1.1875
12/04/1976,1.2075
13/04/1976,1.198
14/04/1976,1.218
15/04/1976,1.2355
19/04/1976,1.2555
20/04/1976,1.2755
21/04/1976,1.2555
22/04/1976,1.2755
23/04/1976,1.2835
26/04/1976,1.339
27/04/1976,1.3047
28/04/1976,1.2753
29/04/1976,1.2915
30/04/1976,1.2593
03/05/1976,1.225
04/05/1976,1.2445
05/05/1976,1.2745
06/05/1976,1.3045
07/05/1976,1.3345
10/05/1976,1.3375
11/05/1976,1.3515
12/05/1976,1.3815
13/05/1976,1.401
14/05/1976,1.395
17/05/1976,1.3845
18/05/1976,1.3545
19/05/1976,1.3455
20/05/1976,1.3755
21/05/1976,1.4025
24/05/1976,1.3915
25/05/1976,1.4213
26/05/1976,1.413
27/05/1976,1.383
28/05/1976,1.4105
01/06/1976,1.403
02/06/1976,1.405
03/06/1976,1.414
04/06/1976,1.404
07/06/1976,1.391
08/06/1976,1.421
09/06/1976,1.451
10/06/1976,1.481
11/06/1976,1.511
14/06/1976,1.501
15/06/1976,1.5075
16/06/1976,1.5375
17/06/1976,1.56
18/06/1976,1.565
21/06/1976,1.554
22/06/1976,1.546
23/06/1976,1.516
24/06/1976,1.5
25/06/1976,1.5374
28/06/1976,1.5248
29/06/1976,1.513
30/06/1976,1.5276
01/07/1976,1.529
02/07/1976,1.5125
06/07/1976,1.4825
07/07/1976,1.4525
08/07/1976,1.4415
09/07/1976,1.4115
12/07/1976,1.3815
13/07/1976,1.3515
14/07/1976,1.3235
15/07/1976,1.2935
16/07/1976,1.2635
19/07/1976,1.2335
20/07/1976,1.2635
21/07/1976,1.279
22/07/1976,1.2635
23/07/1976,1.2935
26/07/1976,1.3235
27/07/1976,1.3405
28/07/1976,1.3705
29/07/1976,1.4005
30/07/1976,1.4175
02/08/1976,1.4475
03/08/1976,1.441
04/08/1976,1.464
05/08/1976,1.4795
06/08/1976,1.502
09/08/1976,1.472
10/08/1976,1.4765
11/08/1976,1.486
12/08/1976,1.516
13/08/1976,1.546
16/08/1976,1.576
17/08/1976,1.606
18/08/1976,1.605
19/08/1976,1.61
20/08/1976,1.5802
23/08/1976,1.57
24/08/1976,1.5965
25/08/1976,1.675
26/08/1976,1.6216
27/08/1976,1.561
30/08/1976,1.5194
31/08/1976,1.5128
01/09/1976,1.4998
02/09/1976,1.5298
03/09/1976,1.5385
07/09/1976,1.5685
08/09/1976,1.5785
09/09/1976,1.557
10/09/1976,1.587
13/09/1976,1.5775
14/09/1976,1.5555
15/09/1976,1.5515
16/09/1976,1.549
17/09/1976,1.53
20/09/1976,1.5
21/09/1976,1.5125
22/09/1976,1.532
23/09/1976,1.562
24/09/1976,1.616
27/09/1976,1.67
28/09/1976,1.6495
29/09/1976,1.661
30/09/1976,1.6625
01/10/1976,1.69
04/10/1976,1.6925
05/10/1976,1.7175
06/10/1976,1.695
07/10/1976,1.735
08/10/1976,1.745
12/10/1976,1.77
13/10/1976,1.767
14/10/1976,1.707
15/10/1976,1.75
18/10/1976,1.7775
19/10/1976,1.755
20/10/1976,1.7305
21/10/1976,1.7425
22/10/1976,1.735
25/10/1976,1.705
26/10/1976,1.68
27/10/1976,1.76
28/10/1976,1.7825
29/10/1976,1.785
01/11/1976,1.775
03/11/1976,1.77
04/11/1976,1.7865
05/11/1976,1.813
08/11/1976,1.8275
09/11/1976,1.83
10/11/1976,1.835
12/11/1976,1.855
15/11/1976,1.84
16/11/1976,1.835
17/11/1976,1.79
18/11/1976,1.7888
19/11/1976,1.825
22/11/1976,1.8563
23/11/1976,1.8275
24/11/1976,1.8188
26/11/1976,1.8499
29/11/1976,1.8849
30/11/1976,1.8713
01/12/1976,1.8926
02/12/1976,1.9038
03/12/1976,1.9338
06/12/1976,1.96
07/12/1976,1.93
08/12/1976,1.96
09/12/1976,1.9856
10/12/1976,1.995
13/12/1976,2.025
14/12/1976,2.0545
15/12/1976,2.0419
16/12/1976,2.0719
17/12/1976,2.1019
20/12/1976,2.1295
21/12/1976,2.1595
22/12/1976,2.1895
23/12/1976,2.1953
27/12/1976,2.214
28/12/1976,2.16
29/12/1976,2.1798
30/12/1976,2.2445
03/01/1977,2.2856
04/01/1977,2.2804
05/01/1977,2.2268
06/01/1977,2.2006
07/01/1977,2.1144
10/01/1977,1.9752
11/01/1977,2.1445
12/01/1977,2.2267
13/01/1977,2.2142
14/01/1977,2.2377
17/01/1977,2.1925
18/01/1977,2.1591
19/01/1977,2.1232
20/01/1977,2.199
21/01/1977,2.1975
24/01/1977,2.1488
25/01/1977,2.1806
26/01/1977,2.2185
27/01/1977,2.225
28/01/1977,2.2018
31/01/1977,2.2293
01/02/1977,2.2108
02/02/1977,2.2375
03/02/1977,2.251
04/02/1977,2.2764
07/02/1977,2.359
08/02/1977,2.2969
09/02/1977,2.3525
10/02/1977,2.357
11/02/1977,2.3728
14/02/1977,2.41
15/02/1977,2.4392
16/02/1977,2.4147
17/02/1977,2.4645
18/02/1977,2.519
22/02/1977,2.4959
23/02/1977,2.5555
24/02/1977,2.668
25/02/1977,2.6969
28/02/1977,2.7098
01/03/1977,2.7149
02/03/1977,2.7549
03/03/1977,2.7949
04/03/1977,2.8349
07/03/1977,2.8749
08/03/1977,2.9149
09/03/1977,2.9505
10/03/1977,2.9105
11/03/1977,2.9001
14/03/1977,2.9401
15/03/1977,2.9801
16/03/1977,3.0201
17/03/1977,3.0601
18/03/1977,3.1001
21/03/1977,3.1401
22/03/1977,3.1801
23/03/1977,3.2026
24/03/1977,3.1426
25/03/1977,3.19
28/03/1977,3.1019
29/03/1977,3.1869
30/03/1977,3.085
31/03/1977,3.0875
01/04/1977,3.1344
04/04/1977,3.0748
05/04/1977,3.1357
06/04/1977,3.17
07/04/1977,3.2275
11/04/1977,3.2697
12/04/1977,3.3363
13/04/1977,3.2988
14/04/1977,3.3563
15/04/1977,3.345
18/04/1977,3.2553
19/04/1977,3.1855
20/04/1977,3.13
21/04/1977,3.09
22/04/1977,3.1875
25/04/1977,3.15
26/04/1977,3.0629
27/04/1977,3.0147
28/04/1977,3.0798
29/04/1977,3.0099
02/05/1977,2.9599
03/05/1977,2.8999
04/05/1977,2.955
05/05/1977,2.895
06/05/1977,2.835
09/05/1977,2.775
10/05/1977,2.7163
11/05/1977,2.7763
12/05/1977,2.7599
13/05/1977,2.7123
16/05/1977,2.7723
17/05/1977,2.8323
18/05/1977,2.8923
19/05/1977,2.9523
20/05/1977,3.0123
23/05/1977,3.0723
24/05/1977,3.0335
25/05/1977,2.88
26/05/1977,2.9095
27/05/1977,2.845
31/05/1977,2.7312
01/06/1977,2.665
02/06/1977,2.635
03/06/1977,2.63
06/06/1977,2.7783
07/06/1977,2.7666
08/06/1977,2.76
09/06/1977,2.7033
10/06/1977,2.6264
13/06/1977,2.54
14/06/1977,2.503
15/06/1977,2.3728
16/06/1977,2.2443
17/06/1977,2.55
20/06/1977,2.6829
21/06/1977,2.6896
22/06/1977,2.91
23/06/1977,2.8113
24/06/1977,2.73
27/06/1977,2.6718
28/06/1977,2.5868
29/06/1977,2.4675
30/06/1977,2.4614
01/07/1977,2.3339
05/07/1977,2.3939
06/07/1977,2.3975
07/07/1977,2.3375
08/07/1977,2.3927
11/07/1977,2.3852
12/07/1977,2.3295
13/07/1977,2.3395
15/07/1977,2.3833
18/07/1977,2.3233
19/07/1977,2.2633
20/07/1977,2.2033
21/07/1977,2.1433
22/07/1977,2.0833
25/07/1977,2.0233
26/07/1977,1.8919
27/07/1977,1.92
28/07/1977,2.07
29/07/1977,2.22
01/08/1977,2.0892
02/08/1977,2.0838
03/08/1977,2.1
04/08/1977,2
05/08/1977,1.885
08/08/1977,1.87
09/08/1977,2.0388
10/08/1977,2.0511
11/08/1977,1.996
12/08/1977,2.0472
15/08/1977,2.062
16/08/1977,2.1008
17/08/1977,2.0426
18/08/1977,2.0225
19/08/1977,2.04
22/08/1977,2.0554
23/08/1977,2.0313
24/08/1977,2.1025
25/08/1977,2.054
26/08/1977,1.9781
29/08/1977,1.883
30/08/1977,1.8959
31/08/1977,1.836
01/09/1977,1.8325
02/09/1977,1.8381
06/09/1977,1.8
07/09/1977,1.76
08/09/1977,1.7638
09/09/1977,1.78
12/09/1977,1.82
13/09/1977,1.8
14/09/1977,1.8396
15/09/1977,1.8355
16/09/1977,1.8327
19/09/1977,1.8727
20/09/1977,1.8606
21/09/1977,1.8206
22/09/1977,1.7806
23/09/1977,1.7206
26/09/1977,1.645
27/09/1977,1.675
28/09/1977,1.7097
29/09/1977,1.6568
30/09/1977,1.655
03/10/1977,1.6675
04/10/1977,1.5897
05/10/1977,1.5582
06/10/1977,1.6003
07/10/1977,1.6127
11/10/1977,1.6456
12/10/1977,1.627
13/10/1977,1.6088
14/10/1977,1.565
17/10/1977,1.6075
18/10/1977,1.5754
19/10/1977,1.5782
20/10/1977,1.5
21/10/1977,1.4906
24/10/1977,1.54
25/10/1977,1.615
26/10/1977,1.605
27/10/1977,1.66
28/10/1977,1.76
31/10/1977,1.845
01/11/1977,1.8043
02/11/1977,1.735
03/11/1977,1.7893
04/11/1977,1.9235
07/11/1977,1.9525
09/11/1977,2.004
10/11/1977,2.015
14/11/1977,1.9681
15/11/1977,1.95
16/11/1977,2.059
17/11/1977,2.1601
18/11/1977,2.113
21/11/1977,2.13
22/11/1977,2.0975
23/11/1977,2.065
25/11/1977,2.0267
28/11/1977,1.951
29/11/1977,1.8868
30/11/1977,1.7956
01/12/1977,1.7025
02/12/1977,1.6978
05/12/1977,1.7378
06/12/1977,1.7778
07/12/1977,1.8378
08/12/1977,1.8933
09/12/1977,1.8788
12/12/1977,1.83
13/12/1977,1.8642
14/12/1977,1.835
15/12/1977,1.775
16/12/1977,1.785
19/12/1977,1.7787
20/12/1977,1.8187
21/12/1977,1.8392
22/12/1977,1.8513
23/12/1977,1.9066
27/12/1977,1.9246
28/12/1977,1.91
29/12/1977,1.9431
30/12/1977,1.9203
03/01/1978,1.9517
04/01/1978,1.973
05/01/1978,1.95
06/01/1978,1.96
09/01/1978,1.9718
10/01/1978,2
11/01/1978,1.985
12/01/1978,1.98
13/01/1978,1.9805
16/01/1978,2.0125
17/01/1978,1.995
18/01/1978,1.9501
19/01/1978,1.9667
23/01/1978,1.9366
24/01/1978,1.9096
25/01/1978,1.945
26/01/1978,1.9025
27/01/1978,1.8868
30/01/1978,1.92
31/01/1978,1.9
01/02/1978,1.9
02/02/1978,1.9175
03/02/1978,1.92
06/02/1978,1.9425
08/02/1978,1.9931
09/02/1978,1.9806
10/02/1978,1.975
14/02/1978,1.977
15/02/1978,1.9213
16/02/1978,1.935
17/02/1978,1.8825
21/02/1978,1.91
22/02/1978,1.84
23/02/1978,1.8003
24/02/1978,1.777
27/02/1978,1.7088
28/02/1978,1.6351
01/03/1978,1.5986
02/03/1978,1.5586
03/03/1978,1.5186
06/03/1978,1.4933
07/03/1978,1.4697
08/03/1978,1.5097
09/03/1978,1.5497
10/03/1978,1.5683
13/03/1978,1.5876
14/03/1978,1.625
15/03/1978,1.5854
16/03/1978,1.564
17/03/1978,1.536
20/03/1978,1.5179
21/03/1978,1.5579
22/03/1978,1.5604
23/03/1978,1.581
27/03/1978,1.6721
28/03/1978,1.7288
29/03/1978,1.7251
30/03/1978,1.7
31/03/1978,1.6865
03/04/1978,1.625
04/04/1978,1.6446
05/04/1978,1.66
06/04/1978,1.6963
07/04/1978,1.705
10/04/1978,1.7375
11/04/1978,1.7998
12/04/1978,1.8098
13/04/1978,1.7905
14/04/1978,1.78
17/04/1978,1.765
18/04/1978,1.7633
19/04/1978,1.7778
20/04/1978,1.7784
21/04/1978,1.7425
24/04/1978,1.7225
25/04/1978,1.6808
26/04/1978,1.6497
27/04/1978,1.6223
28/04/1978,1.5825
01/05/1978,1.5638
02/05/1978,1.5583
03/05/1978,1.545
04/05/1978,1.5471
05/05/1978,1.5371
08/05/1978,1.5292
09/05/1978,1.545
10/05/1978,1.5789
11/05/1978,1.5893
12/05/1978,1.5875
15/05/1978,1.6088
16/05/1978,1.6355
17/05/1978,1.62
18/05/1978,1.63
19/05/1978,1.63
22/05/1978,1.6185
23/05/1978,1.6324
24/05/1978,1.6675
25/05/1978,1.66
26/05/1978,1.685
30/05/1978,1.687
31/05/1978,1.71
01/06/1978,1.7475
02/06/1978,1.8201
05/06/1978,1.8575
06/06/1978,1.7259
07/06/1978,1.7398
08/06/1978,1.735
09/06/1978,1.71
12/06/1978,1.655
13/06/1978,1.6613
14/06/1978,1.6691
15/06/1978,1.6985
16/06/1978,1.6515
19/06/1978,1.583
20/06/1978,1.6252
21/06/1978,1.626
22/06/1978,1.6375
23/06/1978,1.609
26/06/1978,1.6225
27/06/1978,1.5903
28/06/1978,1.5672
29/06/1978,1.54
30/06/1978,1.4862
03/07/1978,1.4218
05/07/1978,1.3823
